NAME | DESCRIPTION
Darkwater Catacombs | {1}, {T}: Add {U}{B}.
Inexorable Tide {3}{U}{U} | Whenever you cast a spell, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)
Electrosiphon {U}{U}{R} | Counter target spell. You get an amount of {E} (energy counters) equal to its mana value.
Talisman of Resilience {2} | {T}: Add {C}. {T}: Add {B} or {G}. Talisman of Resilience deals 1 damage to you.
Mirelurk Queen {4}{U} | Vigilance When Mirelurk Queen enters, target player gets two rad counters. Whenever one or more nonland cards are milled, draw a card, then put a +1/+1 counter on Mirelurk Queen. This ability triggers only once each turn.
Temple of Triumph | Temple of Triumph enters tapped. When Temple of Triumph enters, scry 1. {T}: Add {R} or {W}.
Shaun, Father of Synths {3}{U}{R} | Whenever you attack, you may create a tapped and attacking token that’s a copy of target attacking legendary creature you control other than Shaun, except it’s not legendary and it’s a Synth artifact creature in addition to its other types. When Shaun leaves the battlefield, exile all Synth tokens you control.
Young Deathclaws {2}{B}{G} | Menace (This creature can’t be blocked except by two or more creatures.) Each creature card in your graveyard has scavenge. The scavenge cost is equal to its mana cost. (Exile a creature card from your graveyard and pay its mana cost: Put a number of +1/+1 counters equal to that card’s power on target creature. Scavenge only as a sorcery.)
Agility Bobblehead {3} | {T}: Add one mana of any color. {3}, {T}: Up to X target creatures you control each gain haste until end of turn and can’t be blocked this turn except by creatures with haste, where X is the number of Bobbleheads you control as you activate this ability.
Temple of Epiphany | Temple of Epiphany enters tapped. When Temple of Epiphany enters, scry 1. {T}: Add {U} or {R}.
Mystic Forge {4} | You may look at the top card of your library any time. You may cast artifact spells and colorless spells from the top of your library. {T}, Pay 1 life: Exile the top card of your library.
Exotic Orchard | {T}: Add one mana of any color that a land an opponent controls could produce.
Masterwork of Ingenuity {1} | You may have Masterwork of Ingenuity enter as a copy of any Equipment on the battlefield.
Solemn Simulacrum {4} | When Solemn Simulacrum enters, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle. When Solemn Simulacrum dies, you may draw a card.
Drowned Catacomb | Drowned Catacomb enters tapped unless you control an Island or a Swamp. {T}: Add {U} or {B}.
Nick Valentine, Private Eye {2}{U} | Nick Valentine, Private Eye can’t be blocked except by artifact creatures. Whenever Nick Valentine or another artifact creature you control dies, you may investigate. (To investigate, create a Clue token. It’s an artifact with “{2}, Sacrifice this artifact: Draw a card.”)
Temple of Abandon | Temple of Abandon enters tapped. When Temple of Abandon enters, scry 1. {T}: Add {R} or {G}.
Squirrel Nest {1}{G}{G} | Enchant land Enchanted land has “{T}: Create a 1/1 green Squirrel creature token.”
Overseer of Vault 76 {2}{W} | First Contact — Whenever Overseer of Vault 76 or another creature you control with power 3 or less enters, put a quest counter on Overseer of Vault 76. At the beginning of combat on your turn, you may remove three quest counters from among permanents you control. When you do, put a +1/+1 counter on each creature you control and they gain vigilance until end of turn.
Thrill-Kill Disciple {2}{R} | Squad—{1}, Discard a card. (As an additional cost to cast this spell, you may pay its squad cost any number of times. When this creature enters, create that many tokens that are copies of it.) When Thrill-Kill Disciple dies, create a Junk token.
Basilisk Collar {1} | Equipped creature has deathtouch and lifelink. Equip {2}
Synth Eradicator {2}{R} | Haste Whenever Synth Eradicator attacks, exile the top card of your library. You may get {E}{E} (two energy counters). If you don’t, you may play that card this turn. {T}, Pay {E}{E}{E}: Synth Eradicator deals 3 damage to any target.
Temple of Mystery | Temple of Mystery enters tapped. When Temple of Mystery enters, scry 1. {T}: Add {G} or {U}.
Contaminated Drink {X}{U}{B} | Draw X cards, then you get half X rad counters, rounded up.
Talisman of Creativity {2} | {T}: Add {C}. {T}: Add {U} or {R}. Talisman of Creativity deals 1 damage to you.
Secure the Wastes {X}{W} | Create X 1/1 white Warrior creature tokens.
Heroic Intervention {1}{G} | Permanents you control gain hexproof and indestructible until end of turn.
Wasteland | {T}: Add {C}. {T}, Sacrifice Wasteland: Destroy target nonbasic land.
Martial Coup {X}{W}{W} | Create X 1/1 white Soldier creature tokens. If X is 5 or more, destroy all other creatures.
Isolated Chapel | Isolated Chapel enters tapped unless you control a Plains or a Swamp. {T}: Add {W} or {B}.
Ruinous Ultimatum {R}{R}{W}{W}{W}{B}{B} | Destroy all nonland permanents your opponents control.
Synth Eradicator {2}{R} | Haste Whenever Synth Eradicator attacks, exile the top card of your library. You may get {E}{E} (two energy counters). If you don’t, you may play that card this turn. {T}, Pay {E}{E}{E}: Synth Eradicator deals 3 damage to any target.
Island | ({T}: Add {U}.)
Vandalblast {R} | Destroy target artifact you don’t control. Overload {4}{R} (You may cast this spell for its overload cost. If you do, change “target” in its text to “each.”)
Stolen Strategy {4}{R} | At the beginning of your upkeep, exile the top card of each opponent’s library. Until end of turn, you may cast spells from among those exiled cards, and you may spend mana as though it were mana of any color to cast those spells.
Dragonskull Summit | Dragonskull Summit enters tapped unless you control a Swamp or a Mountain. {T}: Add {B} or {R}.
Skycloud Expanse | {1}, {T}: Add {W}{U}.
Assaultron Dominator {1}{R} | When Assaultron Dominator enters, you get {E}{E} (two energy counters). Whenever an artifact creature you control attacks, you may pay {E}. If you do, put your choice of a +1/+1, first strike, or trample counter on that creature.
Agility Bobblehead {3} | {T}: Add one mana of any color. {3}, {T}: Up to X target creatures you control each gain haste until end of turn and can’t be blocked this turn except by creatures with haste, where X is the number of Bobbleheads you control as you activate this ability.
Treasure Vault | {T}: Add {C}. {X}{X}, {T}, Sacrifice Treasure Vault: Create X Treasure tokens.
Well Rested {1}{G} | Enchant creature Enchanted creature has “Whenever this creature becomes untapped, put two +1/+1 counters on it, then you gain 2 life and draw a card. This ability triggers only once each turn.”
Prairie Stream | ({T}: Add {W} or {U}.) Prairie Stream enters tapped unless you control two or more basic lands.
Sierra, Nuka's Biggest Fan {3}{W} | The Nuka-Cola Challenge — Whenever one or more creatures you control deal combat damage to a player, put a quest counter on Sierra, Nuka’s Biggest Fan and create a Food token. Whenever you sacrifice a Food, target creature you control gets +X/+X until end of turn, where X is the number of quest counters on Sierra.
Wild Wasteland {2}{R} | Skip your draw step. At the beginning of your upkeep, exile the top two cards of your library. You may play those cards this turn.
Skycloud Expanse | {1}, {T}: Add {W}{U}.
Arcane Signet {2} | {T}: Add one mana of any color in your commander’s color identity.
Hardened Scales {G} | If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on it instead.
Lord of the Undead {1}{B}{B} Centurion of the Marked | Other Zombie creatures get +1/+1. {1}{B}, {T}: Return target Zombie card from your graveyard to your hand.
Loyal Apprentice {1}{R} | Haste Lieutenant — At the beginning of combat on your turn, if you control your commander, create a 1/1 colorless Thopter artifact creature token with flying. That token gains haste until end of turn.
Mechanized Production {2}{U}{U} | Enchant artifact you control At the beginning of your upkeep, create a token that’s a copy of enchanted artifact. Then if you control eight or more artifacts with the same name as one another, you win the game.
Forest | ({T}: Add {G}.)
Exotic Orchard | {T}: Add one mana of any color that a land an opponent controls could produce.
Panharmonicon {4} | If an artifact or creature entering causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.
Behemoth of Vault 0 {6} | Trample When Behemoth of Vault 0 enters, you get {E}{E}{E}{E} (four energy counters). When Behemoth of Vault 0 dies, you may pay an amount of {E} equal to target nonland permanent’s mana value. When you do, destroy that permanent.
Three Dog, Galaxy News DJ {1}{R}{W} | Whenever you attack, you may pay {2} and sacrifice an Aura attached to Three Dog, Galaxy News DJ. When you sacrifice an Aura this way, for each other attacking creature you control, create a token that’s a copy of that Aura attached to that creature.
Inventory Management {R}{W} | Split second (As long as this spell is on the stack, players can’t cast spells or activate abilities that aren’t mana abilities.) For each Aura and Equipment you control, you may attach it to a creature you control.
Mossfire Valley | {1}, {T}: Add {R}{G}.
Temple of Malady | Temple of Malady enters tapped. When Temple of Malady enters, scry 1. {T}: Add {B} or {G}.
Island | ({T}: Add {U}.)
Steel Overseer {2} | {T}: Put a +1/+1 counter on each artifact creature you control.
Vault 21: House Gambit {1}{R} | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I, II — Discard a card, then draw a card. III — Reveal up to five nonland cards from your hand. For each of those cards that has the same mana value as another card revealed this way, create a Treasure token.
Thrill-Kill Disciple {2}{R} | Squad—{1}, Discard a card. (As an additional cost to cast this spell, you may pay its squad cost any number of times. When this creature enters, create that many tokens that are copies of it.) When Thrill-Kill Disciple dies, create a Junk token.
Piper Wright, Publick Reporter {1}{U} | Whenever Piper Wright deals combat damage to a player, investigate that many times. (To investigate, create a Clue token. It’s an artifact with “{2}, Sacrifice this artifact: Draw a card.”) Whenever you sacrifice a Clue, put a +1/+1 counter on target creature you control.
Arcane Signet {2} | {T}: Add one mana of any color in your commander’s color identity.
Masterwork of Ingenuity {1} | You may have Masterwork of Ingenuity enter as a copy of any Equipment on the battlefield.
Thrill-Kill Disciple {2}{R} | Squad—{1}, Discard a card. (As an additional cost to cast this spell, you may pay its squad cost any number of times. When this creature enters, create that many tokens that are copies of it.) When Thrill-Kill Disciple dies, create a Junk token.
Mind Stone {2} | {T}: Add {C}. {1}, {T}, Sacrifice Mind Stone: Draw a card.
Temple of Plenty | Temple of Plenty enters tapped. When Temple of Plenty enters, scry 1. {T}: Add {G} or {W}.
Drowned Catacomb | Drowned Catacomb enters tapped unless you control an Island or a Swamp. {T}: Add {U} or {B}.
Branching Evolution {2}{G} | If one or more +1/+1 counters would be put on a creature you control, twice that many +1/+1 counters are put on that creature instead.
Vault 11: Voter's Dilemma {2}{W}{B} | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — For each opponent, you create a 1/1 white Human Soldier creature token. II, III — Each player secretly votes for up to one creature, then those votes are revealed. If no creature got votes, each player draws a card. Otherwise, destroy each creature with the most votes or tied for most votes.
Inspiring Call {2}{G} | Draw a card for each creature you control with a +1/+1 counter on it. Those creatures gain indestructible until end of turn. (Damage and effects that say “destroy” don’t destroy them.)
Duchess, Wayward Tavernkeep {3}{R} | Hunters for Hire — Whenever a creature you control deals combat damage to a player, put a quest counter on it. {1}, Remove a quest counter from a permanent you control: Create a Junk token. (It’s an artifact with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”)
Nick Valentine, Private Eye {2}{U} | Nick Valentine, Private Eye can’t be blocked except by artifact creatures. Whenever Nick Valentine or another artifact creature you control dies, you may investigate. (To investigate, create a Clue token. It’s an artifact with “{2}, Sacrifice this artifact: Draw a card.”)
Aradesh, the Founder {2}{W} | Enlist (As this creature attacks, you may tap a nonattacking creature you control without summoning sickness. When you do, add its power to this creature’s until end of turn.) Whenever a creature you control attacks, if it enlisted a creature this combat, the creature that attacked gains double strike until end of turn. If that creature’s power is 4 or greater, draw a card.
Pre-War Formalwear {2}{W} | When Pre-War Formalwear enters, return target creature card with mana value 3 or less from your graveyard to the battlefield and attach Pre-War Formalwear to it. Equipped creature gets +2/+2 and has vigilance. Equip {3}
Temple of Deceit | Temple of Deceit enters tapped. When Temple of Deceit enters, scry 1. {T}: Add {U} or {B}.
Tireless Tracker {2}{G} | Landfall — Whenever a land you control enters, investigate. (Create a Clue token. It’s an artifact with “{2}, Sacrifice this artifact: Draw a card.”) Whenever you sacrifice a Clue, put a +1/+1 counter on Tireless Tracker.
One with the Machine {3}{U} | Draw cards equal to the highest mana value among artifacts you control.
Thought Vessel {2} | You have no maximum hand size. {T}: Add {C}.
Brotherhood Vertibird {3} | Flying Brotherhood Vertibird’s power is equal to the number of artifacts you control. Crew 2 (Tap any number of creatures you control with total power 2 or greater: This Vehicle becomes an artifact creature until end of turn.)
Open the Vaults {4}{W}{W} | Return all artifact and enchantment cards from all graveyards to the battlefield under their owners’ control. (Auras with nothing to enchant remain in graveyards.)
Forest | ({T}: Add {G}.)
Veronica, Dissident Scribe {2}{R} | Menace Whenever Veronica, Dissident Scribe attacks, you may discard a card. If you do, draw a card. Whenever you discard one or more nonland cards for the first time each turn, create a Junk token. (It’s an artifact with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”)
Talisman of Curiosity {2} | {T}: Add {C}. {T}: Add {G} or {U}. Talisman of Curiosity deals 1 damage to you.
Behemoth of Vault 0 {6} | Trample When Behemoth of Vault 0 enters, you get {E}{E}{E}{E} (four energy counters). When Behemoth of Vault 0 dies, you may pay an amount of {E} equal to target nonland permanent’s mana value. When you do, destroy that permanent.
Vault 87: Forced Evolution {3}{G}{U} | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Gain control of target non-Mutant creature for as long as you control Vault 87. II — Put a +1/+1 counter on target creature you control. It becomes a Mutant in addition to its other types. III — Draw cards equal to the greatest power among Mutants you control.
Swamp | ({T}: Add {B}.)
Sticky Fingers {R} | Enchant creature Enchanted creature has menace and “Whenever this creature deals combat damage to a player, create a Treasure token.” (It can’t be blocked except by two or more creatures. The token is an artifact with “{T}, Sacrifice this artifact: Add one mana of any color.”) When enchanted creature dies, draw a card.
Basilisk Collar {1} | Equipped creature has deathtouch and lifelink. Equip {2}
Skullclamp {1} | Equipped creature gets +1/-1. Whenever equipped creature dies, draw two cards. Equip {1}
Piper Wright, Publick Reporter {1}{U} | Whenever Piper Wright deals combat damage to a player, investigate that many times. (To investigate, create a Clue token. It’s an artifact with “{2}, Sacrifice this artifact: Draw a card.”) Whenever you sacrifice a Clue, put a +1/+1 counter on target creature you control.
Wayfarer's Bauble {1} | {2}, {T}, Sacrifice Wayfarer’s Bauble: Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.
Rootbound Crag | Rootbound Crag enters tapped unless you control a Mountain or a Forest. {T}: Add {R} or {G}.
Fetid Pools | ({T}: Add {U} or {B}.) Fetid Pools enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.)
Temple of Silence | Temple of Silence enters tapped. When Temple of Silence enters, scry 1. {T}: Add {W} or {B}.
Agent Frank Horrigan {5}{B}{G} | Trample Agent Frank Horrigan has indestructible as long as it attacked this turn. Whenever Agent Frank Horrigan enters or attacks, proliferate twice. (To proliferate, choose any number of permanents and/or players, then give each another counter of each kind already there.)
Swamp | ({T}: Add {B}.)
Crucible of Worlds {3} | You may play lands from your graveyard.
Smoldering Marsh | ({T}: Add {B} or {R}.) Smoldering Marsh enters tapped unless you control two or more basic lands.
Guardian Project {3}{G} | Whenever a nontoken creature you control enters, if it doesn’t have the same name as another creature you control or a creature card in your graveyard, draw a card.
Kellogg, Dangerous Mind {1}{B}{R} | First strike, haste Whenever Kellogg, Dangerous Mind attacks, create a Treasure token. Sacrifice five Treasures: Gain control of target creature for as long as you control Kellogg. Activate only as a sorcery.
Talisman of Dominance {2} | {T}: Add {C}. {T}: Add {U} or {B}. Talisman of Dominance deals 1 damage to you.
Vault 112: Sadistic Simulation {2}{U}{R} | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I, II — Tap up to one target creature and put a stun counter on it. You get {E}{E} (two energy counters). III — Pay any amount of {E}. If you paid one or more {E} this way, shuffle your library, then exile that many cards from the top. You may play one of those cards without paying its mana cost.
Bloodforged Battle-Axe {1} | Equipped creature gets +2/+0. Whenever equipped creature deals combat damage to a player, create a token that’s a copy of Bloodforged Battle-Axe. Equip {2}
Ash Barrens | {T}: Add {C}. Basic landcycling {1} ({1}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)
Nesting Grounds | {T}: Add {C}. {1}, {T}: Move a counter from target permanent you control onto another target permanent. Activate only as a sorcery.
Mystic Forge {4} | You may look at the top card of your library any time. You may cast artifact spells and colorless spells from the top of your library. {T}, Pay 1 life: Exile the top card of your library.
Wild Growth {G} | Enchant land Whenever enchanted land is tapped for mana, its controller adds an additional {G}.
Hardened Scales {G} | If one or more +1/+1 counters would be put on a creature you control, that many plus one +1/+1 counters are put on it instead.
Legate Lanius, Caesar's Ace {2}{B}{R} | Decimate — When Legate Lanius enters, each opponent sacrifices a tenth of the creatures they control, rounded up. Whenever an opponent sacrifices a creature, put a +1/+1 counter on Legate Lanius.
Brotherhood Vertibird {3} | Flying Brotherhood Vertibird’s power is equal to the number of artifacts you control. Crew 2 (Tap any number of creatures you control with total power 2 or greater: This Vehicle becomes an artifact creature until end of turn.)
Temple of Triumph | Temple of Triumph enters tapped. When Temple of Triumph enters, scry 1. {T}: Add {R} or {W}.
Veronica, Dissident Scribe {2}{R} | Menace Whenever Veronica, Dissident Scribe attacks, you may discard a card. If you do, draw a card. Whenever you discard one or more nonland cards for the first time each turn, create a Junk token. (It’s an artifact with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”)
Automated Assembly Line {1}{W} | Whenever one or more artifact creatures you control deal combat damage to a player, you get {E} (an energy counter). Pay {E}{E}{E}: Create a tapped 3/3 colorless Robot artifact creature token.
Mystic Forge {4} | You may look at the top card of your library any time. You may cast artifact spells and colorless spells from the top of your library. {T}, Pay 1 life: Exile the top card of your library.
Black Market {3}{B}{B} | Whenever a creature dies, put a charge counter on Black Market. At the beginning of your first main phase, add {B} for each charge counter on Black Market.
Canopy Vista | ({T}: Add {G} or {W}.) Canopy Vista enters tapped unless you control two or more basic lands.
Prairie Stream | ({T}: Add {W} or {U}.) Prairie Stream enters tapped unless you control two or more basic lands.
Struggle for Project Purity {3}{U} | As Struggle for Project Purity enters, choose Brotherhood or Enclave. • Brotherhood — At the beginning of your upkeep, each opponent draws a card. You draw a card for each card drawn this way. • Enclave — Whenever a player attacks you with one or more creatures, that player gets twice that many rad counters.
Sol Ring {1} | {T}: Add {C}{C}.
Temple of Malice | Temple of Malice enters tapped. When Temple of Malice enters, scry 1. {T}: Add {B} or {R}.
Heroic Intervention {1}{G} | Permanents you control gain hexproof and indestructible until end of turn.
Bloodforged Battle-Axe {1} | Equipped creature gets +2/+0. Whenever equipped creature deals combat damage to a player, create a token that’s a copy of Bloodforged Battle-Axe. Equip {2}
Rampant Growth {1}{G} | Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle.
Scattered Groves | ({T}: Add {G} or {W}.) Scattered Groves enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.)
Grim Reaper's Sprint {4}{R} | Morbid — This spell costs {3} less to cast if a creature died this turn. Enchant creature When Grim Reaper’s Sprint enters, untap each creature you control. If it’s your main phase, there is an additional combat phase after this phase. Enchanted creature gets +2/+2 and has haste.
Windbrisk Heights | Hideaway 4 (When this land enters, look at the top four cards of your library, exile one face down, then put the rest on the bottom in a random order.) Windbrisk Heights enters tapped. {T}: Add {W}. {W}, {T}: You may play the exiled card without paying its mana cost if you attacked with three or more creatures this turn.
Treasure Vault | {T}: Add {C}. {X}{X}, {T}, Sacrifice Treasure Vault: Create X Treasure tokens.
Mountain | ({T}: Add {R}.)
Lethal Scheme {2}{B}{B} | Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature’s color.) Destroy target creature or planeswalker. Each creature that convoked Lethal Scheme connives. (Draw a card, then discard a card. If you discarded a nonland card, put a +1/+1 counter on that creature.)
Smoldering Marsh | ({T}: Add {B} or {R}.) Smoldering Marsh enters tapped unless you control two or more basic lands.
Animal Friend {1}{G} | Enchant creature Enchanted creature has “Whenever this creature attacks, create a 1/1 green Squirrel creature token. Put a +1/+1 counter on that token for each Aura and Equipment attached to this creature other than Animal Friend.”
Idolized {1}{W} | Enchant creature Enchanted creature has “Whenever this creature attacks alone, it gets +X/+X until end of turn, where X is the number of nonland permanents you control.”
Veronica, Dissident Scribe {2}{R} | Menace Whenever Veronica, Dissident Scribe attacks, you may discard a card. If you do, draw a card. Whenever you discard one or more nonland cards for the first time each turn, create a Junk token. (It’s an artifact with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”)
Path to Exile {W} | Exile target creature. Its controller may search their library for a basic land card, put that card onto the battlefield tapped, then shuffle.
Almost Perfect {4}{G}{W} | Enchant creature Enchanted creature has base power and toughness 9/10 and has indestructible.
Windbrisk Heights | Hideaway 4 (When this land enters, look at the top four cards of your library, exile one face down, then put the rest on the bottom in a random order.) Windbrisk Heights enters tapped. {T}: Add {W}. {W}, {T}: You may play the exiled card without paying its mana cost if you attacked with three or more creatures this turn.
Brass Knuckles {4} | When you cast this spell, copy it. (The copy becomes a token.) Equipped creature has double strike as long as two or more Equipment are attached to it. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
Blasphemous Act {8}{R} | This spell costs {1} less to cast for each creature on the battlefield. Blasphemous Act deals 13 damage to each creature.
Spire of Industry | {T}: Add {C}. {T}, Pay 1 life: Add one mana of any color. Activate only if you control an artifact.
Temple of Mystery | Temple of Mystery enters tapped. When Temple of Mystery enters, scry 1. {T}: Add {G} or {U}.
Securitron Squadron {1}{W} | Squad {3} (As an additional cost to cast this spell, you may pay {3} any number of times. When this creature enters, create that many tokens that are copies of it.) Vigilance Whenever a creature token you control enters, put a +1/+1 counter on it.
Anguished Unmaking {1}{W}{B} | Exile target nonland permanent. You lose 3 life.
Canyon Slough | ({T}: Add {B} or {R}.) Canyon Slough enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.)
The Prydwen, Steel Flagship {4}{W}{W} | Flying Whenever another nontoken artifact enters under your control, create a 2/2 white Human Knight creature token with “This creature gets +2/+2 as long as an artifact entered the battlefield under your control this turn.” Crew 2
Brass Knuckles {4} | When you cast this spell, copy it. (The copy becomes a token.) Equipped creature has double strike as long as two or more Equipment are attached to it. Equip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
Talisman of Hierarchy {2} | {T}: Add {C}. {T}: Add {W} or {B}. Talisman of Hierarchy deals 1 damage to you.
Woodland Cemetery | Woodland Cemetery enters tapped unless you control a Swamp or a Forest. {T}: Add {B} or {G}.
C.A.M.P. {3} | Whenever fortified land is tapped for mana, put a +1/+1 counter on target creature you control. If that creature shares a color with the mana that land produced, create a Junk token. (It’s an artifact with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”) Fortify {3} ({3}: Attach to target land you control. Fortify only as a sorcery.)
Glacial Fortress | Glacial Fortress enters tapped unless you control a Plains or an Island. {T}: Add {W} or {U}.
Rootbound Crag | Rootbound Crag enters tapped unless you control a Mountain or a Forest. {T}: Add {R} or {G}.
Panharmonicon {4} | If an artifact or creature entering causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.
Temple of Plenty | Temple of Plenty enters tapped. When Temple of Plenty enters, scry 1. {T}: Add {G} or {W}.
Buried Ruin | {T}: Add {C}. {2}, {T}, Sacrifice Buried Ruin: Return target artifact card from your graveyard to your hand.
Chaos Warp {2}{R} | The owner of target permanent shuffles it into their library, then reveals the top card of their library. If it’s a permanent card, they put it onto the battlefield.
Tireless Tracker {2}{G} | Landfall — Whenever a land you control enters, investigate. (Create a Clue token. It’s an artifact with “{2}, Sacrifice this artifact: Draw a card.”) Whenever you sacrifice a Clue, put a +1/+1 counter on Tireless Tracker.
Alpha Deathclaw {4}{B}{G} | Menace, trample When Alpha Deathclaw enters or becomes monstrous, destroy target permanent. {5}{B}{G}: Monstrosity 4. (If this creature isn’t monstrous, put four +1/+1 counters on it and it becomes monstrous.)
Rancor {G} | Enchant creature Enchanted creature gets +2/+0 and has trample. When Rancor is put into a graveyard from the battlefield, return Rancor to its owner’s hand.
Sulfur Falls | Sulfur Falls enters tapped unless you control an Island or a Mountain. {T}: Add {U} or {R}.
Champion's Helm {3} | Equipped creature gets +2/+2. As long as equipped creature is legendary, it has hexproof. (It can’t be the target of spells or abilities your opponents control.) Equip {1}
Evolving Wilds | {T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
Junk Jet {1}{R} | When Junk Jet enters, create a Junk token. (It’s an artifact with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”) {3}, Sacrifice another artifact: Double equipped creature’s power until end of turn. Equip {1}
Assemble the Legion {3}{R}{W} | At the beginning of your upkeep, put a muster counter on Assemble the Legion. Then create a 1/1 red and white Soldier creature token with haste for each muster counter on Assemble the Legion.
Stolen Strategy {4}{R} | At the beginning of your upkeep, exile the top card of each opponent’s library. Until end of turn, you may cast spells from among those exiled cards, and you may spend mana as though it were mana of any color to cast those spells.
Battle of Hoover Dam {3}{W} | As Battle of Hoover Dam enters, choose NCR or Legion. • NCR — At the beginning of your end step, return target creature card with mana value 3 or less from your graveyard to the battlefield with a finality counter on it. • Legion — Whenever a creature you control dies, put two +1/+1 counters on target creature you control.
Sentry Bot {4}{W} | Flash This spell costs {1} less to cast for each creature attacking you. When Sentry Bot enters, you get {E} for each creature attacking you. At the beginning of combat on your turn, you may pay {E}{E}{E}. If you do, put a +1/+1 counter on each creature you control.
Anguished Unmaking {1}{W}{B} | Exile target nonland permanent. You lose 3 life.
Puresteel Paladin {W}{W} | Whenever an Equipment you control enters, you may draw a card. Metalcraft — Equipment you control have equip {0} as long as you control three or more artifacts.
MacCready, Lamplight Mayor {W}{B} | Whenever a creature you control with power 2 or less attacks, it gains skulk until end of turn. (It can’t be blocked by creatures with greater power.) Whenever a creature with power 4 or greater attacks you, its controller loses 2 life and you gain 2 life.
Bighorner Rancher {4}{G} | Vigilance {T}: Add an amount of {G} equal to the greatest power among creatures you control. Sacrifice Bighorner Rancher: You gain life equal to the greatest toughness among other creatures you control.
Wild Wasteland {2}{R} | Skip your draw step. At the beginning of your upkeep, exile the top two cards of your library. You may play those cards this turn.
Struggle for Project Purity {3}{U} | As Struggle for Project Purity enters, choose Brotherhood or Enclave. • Brotherhood — At the beginning of your upkeep, each opponent draws a card. You draw a card for each card drawn this way. • Enclave — Whenever a player attacks you with one or more creatures, that player gets twice that many rad counters.
Canopy Vista | ({T}: Add {G} or {W}.) Canopy Vista enters tapped unless you control two or more basic lands.
Spire of Industry | {T}: Add {C}. {T}, Pay 1 life: Add one mana of any color. Activate only if you control an artifact.
Stolen Strategy {4}{R} | At the beginning of your upkeep, exile the top card of each opponent’s library. Until end of turn, you may cast spells from among those exiled cards, and you may spend mana as though it were mana of any color to cast those spells.
Exotic Orchard | {T}: Add one mana of any color that a land an opponent controls could produce.
Hinterland Harbor | Hinterland Harbor enters tapped unless you control a Forest or an Island. {T}: Add {G} or {U}.
Squirrel Nest {1}{G}{G} | Enchant land Enchanted land has “{T}: Create a 1/1 green Squirrel creature token.”
Brotherhood Scribe {1}{W} | Metalcraft — {T}: You get {E} (an energy counter). Activate only if you control three or more artifacts. Whenever you get one or more {E} during your turn, creatures you control get +1/+1 until end of turn.
Solemn Simulacrum {4} | When Solemn Simulacrum enters, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle. When Solemn Simulacrum dies, you may draw a card.
Solemn Simulacrum {4} | When Solemn Simulacrum enters, you may search your library for a basic land card, put that card onto the battlefield tapped, then shuffle. When Solemn Simulacrum dies, you may draw a card.
Cinder Glade | ({T}: Add {R} or {G}.) Cinder Glade enters tapped unless you control two or more basic lands.
C.A.M.P. {3} | Whenever fortified land is tapped for mana, put a +1/+1 counter on target creature you control. If that creature shares a color with the mana that land produced, create a Junk token. (It’s an artifact with “{T}, Sacrifice this artifact: Exile the top card of your library. You may play that card this turn. Activate only as a sorcery.”) Fortify {3} ({3}: Attach to target land you control. Fortify only as a sorcery.)
Feral Ghoul {2}{B} | Menace Whenever another creature you control dies, put a +1/+1 counter on Feral Ghoul. When Feral Ghoul dies, each opponent gets a number of rad counters equal to its power.
Canyon Slough | ({T}: Add {B} or {R}.) Canyon Slough enters tapped. Cycling {2} ({2}, Discard this card: Draw a card.)
Sulfur Falls | Sulfur Falls enters tapped unless you control an Island or a Mountain. {T}: Add {U} or {R}.
Marcus, Mutant Mayor {3}{G}{U} | Vigilance, trample Whenever a creature you control deals combat damage to a player, draw a card if that creature has a +1/+1 counter on it. If it doesn’t, put a +1/+1 counter on it.
